[
    "Napier|24|Twenty-Two|1|RP: Little Character Moments",
    "Napier|24|Eleven|2|Session XP award.",
    "Napier|24|Twenty-Two|2|Session XP award",
    "Napier|24|Twelve|2|Brilliant montage idea",
    "Napier|24|Twenty-Three|2|Excellent RP and character development",
    "Napier|24|Twenty-Three|2|Session XP award.",
    "Napier|24|Twenty-Four|2|Session XP award.",
    "Napier|24|Twenty-Five|1|Awesome Compulsion RP",
    "Napier|24|Twenty-Five|2|Session XP award.",
    "Napier|24|Twelve|2|Session XP award.",
    "Napier|24|Thirteen|2|Session XP award",
    "Napier|24|Twenty-Six|2|Session XP award.",
    "Napier|24|Twenty-Seven|2|Session XP award.",
    "Napier|24|Thirteen|1|Engaging with the plot",
    "Napier|24|Twenty-Nine|1|Great RP as the baroness' lapdog",
    "Napier|24|Twenty-Nine|2|Session XP award.",
    "Napier|24|Fourteen|2|Session XP award",
    "Napier|24|Thirty|2|NPC Creation: Carlita",
    "Napier|24|Thirty|2|Session XP award.",
    "Napier|24|Fifteen|2|Session XP award",
    "Napier|24|Thirty-One|1|Playing Cardinal Collins",
    "Napier|24|Thirty-One|2|Session XP award.",
    "Napier|24|Fifteen|2|Being vampires!",
    "Napier|24|Thirty-Two|2|Session XP award.",
    "Napier|24|Thirty-Three|2|Session XP award.",
    "Napier|24|Sixteen|2|FOR OBFUSCATE ONLY",
    "Napier|24|Thirty-Four|2|Session XP award.",
    "Napier|24|Thirty-Five|2|Session XP award.",
    "Napier|24|Sixteen|2|Session XP award",
    "Napier|24|Thirty-Six|2|Session XP Award.",
    "Napier|24|Thirty-Six|-6|Resolving Flaw: Enemy.",
    "Napier|24|Seventeen|2|Session XP award",
    "Napier|24|Thirty-Six|18|Losing Allies: Bookies.",
    "Napier|24|Thirty-Seven|2|Session XP award.",
    "Napier|24|Seventeen|2|The Vultures Circle",
    "Napier|24|Thirty-Six|9|Loosing Herd: Bookies",
    "Napier|24|Eighteen|20|Award for 15 month time jump.",
    "Napier|24|Thirty-Eight|2|Session XP award.",
    "Napier|24|Thirty-Nine|2|Session XP award.",
    "Napier|24|Forty|2|RPing Drug Addiction",
    "Napier|24|Eighteen|2|Session XP award",
    "Napier|24|Forty|2|Session XP award.",
    "Napier|24|Forty-One|2|Session XP award.",
    "Napier|24|Nineteen|2|Session XP award",
    "Napier|24|Forty-Two|5|Session Scribe",
    "Napier|24|Forty-Two|2|Session XP award.",
    "Napier|24|Twenty|2|Session XP award",
    "Napier|24|Forty-Three|2|Session XP award.",
    "Napier|24|Forty-Three|2|Session Scribe",
    "Napier|24|Twenty-One|2|Your unending patience!",
    "Napier|24|Forty-Four|2|Session XP award.",
    "Napier|24|Forty-Five|1|Spotlight Prompt for Ava",
    "Napier|24|Twenty-One|2|Session XP award",
    "Napier|24|Forty-Five|1|Session XP award.",
    "Napier|25|Zero|15|Initial XP awarded at the beginning of the Chronicle.",
    "Napier|25|Zero|1|Creating a relationship hook with Ava Wong, Jo's character.",
    "Napier|25|One|4|Session XP award.",
    "Napier|25|Zero|9|Completing character sheet by the Thursday deadline..",
    "Napier|25|Two|2|Three Troubled Thin-Bloods: Story completion award.",
    "Napier|25|Two|5|Excellent Loresheet for Netchurch.",
    "Napier|25|Two|2|Session XP award.",
    "Napier|25|Three|2|Session XP award.",
    "Napier|25|Three|1|Playing NPCs during Memoriam.",
    "Napier|25|Four|1|Session XP award (albeit smaller, given the short session).",
    "Napier|25|Five|2|Session XP award.",
    "Napier|25|Six|2|Session XP award.",
    "Napier|25|Six|1|Roleplaying an NPC in Ava's Memoriam",
    "Napier|25|Seven|2|Session XP award.",
    "Napier|25|Eight|3|Playing Alex the Lasombra during King's Memoriam, and playing him really, really, REALLY well.",
    "Napier|25|Eight|2|Session XP award.",
    "Napier|25|Nine|9|Refund for lost Herd (Patients) Background",
    "Napier|25|Nine|2|Session XP award.",
    "Napier|25|Nine|2|Scheer's Strike: Story completion award.",
    "Napier|25|Ten|2|Session XP award.",
    "Napier|25|Twenty-Two|2|Refund for Haven Warding purchase",
    "Napier|25|Twenty-Two|1|RP: Little Character Moments",
    "Napier|25|Eleven|2|Session XP award.",
    "Napier|25|Twenty-Two|2|Session XP award",
    "Napier|25|Twelve|2|Brilliant montage idea",
    "Napier|25|Twenty-Three|2|Excellent RP and character development",
    "Napier|25|Twenty-Three|2|Session XP award.",
    "Napier|25|Twenty-Four|2|Session XP award.",
    "Napier|25|Twenty-Five|1|Awesome Compulsion RP",
    "Napier|25|Twenty-Five|2|Session XP award.",
    "Napier|25|Twelve|2|Session XP award.",
    "Napier|25|Thirteen|2|Session XP award",
    "Napier|25|Twenty-Six|2|Session XP award.",
    "Napier|25|Twenty-Seven|2|Session XP award.",
    "Napier|25|Thirteen|1|Engaging with the plot",
    "Napier|25|Twenty-Nine|1|Great RP as the baroness' lapdog",
    "Napier|25|Twenty-Nine|2|Session XP award.",
    "Napier|25|Fourteen|2|Session XP award",
    "Napier|25|Thirty|2|NPC Creation: Carlita",
    "Napier|25|Thirty|2|Session XP award.",
    "Napier|25|Fifteen|2|Session XP award",
    "Napier|25|Thirty-One|1|Playing Cardinal Collins",
    "Napier|25|Thirty-One|2|Session XP award.",
    "Napier|25|Fifteen|2|Being vampires!",
    "Napier|25|Thirty-Two|2|Session XP award.",
    "Napier|25|Thirty-Three|2|Session XP award.",
    "Napier|25|Sixteen|2|FOR OBFUSCATE ONLY",
    "Napier|25|Thirty-Four|2|Session XP award.",
    "Napier|25|Thirty-Five|2|Session XP award.",
    "Napier|25|Sixteen|2|Session XP award",
    "Napier|25|Thirty-Six|2|Session XP Award.",
    "Napier|25|Thirty-Six|-6|Resolving Flaw: Enemy.",
    "Napier|25|Seventeen|2|Session XP award",
    "Napier|25|Thirty-Six|18|Losing Allies: Bookies.",
    "Napier|25|Thirty-Seven|2|Session XP award.",
    "Napier|25|Seventeen|2|The Vultures Circle",
    "Napier|25|Thirty-Six|9|Loosing Herd: Bookies",
    "Napier|25|Eighteen|20|Award for 15 month time jump.",
    "Napier|25|Thirty-Eight|2|Session XP award.",
    "Napier|25|Thirty-Nine|2|Session XP award.",
    "Napier|25|Forty|2|RPing Drug Addiction",
    "Napier|25|Eighteen|2|Session XP award",
    "Napier|25|Forty|2|Session XP award.",
    "Napier|25|Forty-One|2|Session XP award.",
    "Napier|25|Nineteen|2|Session XP award",
    "Napier|25|Forty-Two|2|Session XP award.",
    "Napier|25|Twenty|2|Session XP award",
    "Napier|25|Forty-Three|2|Session XP award.",
    "Napier|25|Twenty-One|2|Your unending patience!",
    "Napier|25|Forty-Four|2|Session XP award.",
    "Napier|25|Forty-Five|1|Spotlight Prompt for Ava",
    "Napier|25|Twenty-One|2|Session XP award",
    "Napier|25|Forty-Five|1|Session XP award.",
    "Napier|25|Forty-Six|1|Spotlight Prompt for Locke",
    "Napier|25|Forty-Six|1|Session Scribe.",
    "Napier|25|Forty-Six|2|Session XP award.",
    "Napier|25|Twenty-One|1|Excellent in-character ghoul play",
    "Napier|26|Zero|15|Initial XP awarded at the beginning of the Chronicle.",
    "Napier|26|Zero|1|Creating a relationship hook with Ava Wong, Jo's character.",
    "Napier|26|One|4|Session XP award.",
    "Napier|26|Zero|9|Completing character sheet by the Thursday deadline..",
    "Napier|26|Two|2|Three Troubled Thin-Bloods: Story completion award.",
    "Napier|26|Two|5|Excellent Loresheet for Netchurch.",
    "Napier|26|Two|2|Session XP award.",
    "Napier|26|Three|2|Session XP award.",
    "Napier|26|Three|1|Playing NPCs during Memoriam.",
    "Napier|26|Four|1|Session XP award (albeit smaller, given the short session).",
    "Napier|26|Five|2|Session XP award.",
    "Napier|26|Six|2|Session XP award.",
    "Napier|26|Six|1|Roleplaying an NPC in Ava's Memoriam",
    "Napier|26|Seven|2|Session XP award.",
    "Napier|26|Eight|3|Playing Alex the Lasombra during King's Memoriam, and playing him really, really, REALLY well.",
    "Napier|26|Eight|2|Session XP award.",
    "Napier|26|Nine|9|Refund for lost Herd (Patients) Background",
    "Napier|26|Nine|2|Session XP award.",
    "Napier|26|Twenty|2|Session XP award",
    "Napier|26|Twenty-One|2|Your unending patience!",
    "Napier|26|Nine|2|Scheer's Strike: Story completion award.",
    "Napier|26|Twenty-One|2|Session XP award",
    "Napier|26|Twenty-One|1|Excellent in-character ghoul play",
    "Napier|26|Ten|2|Session XP award.",
    "Napier|26|Twenty-Two|2|Refund for Haven Warding purchase",
    "Napier|26|Twenty-Two|1|RP: Little Character Moments",
    "Napier|26|Eleven|2|Session XP award.",
    "Napier|26|Twenty-Two|2|Session XP award",
    "Napier|26|Twelve|2|Brilliant montage idea",
    "Napier|26|Twenty-Three|2|Excellent RP and character development",
    "Napier|26|Twenty-Three|2|Session XP award.",
    "Napier|26|Twenty-Four|2|Session XP award.",
    "Napier|26|Twenty-Five|1|Awesome Compulsion RP",
    "Napier|26|Twenty-Five|2|Session XP award.",
    "Napier|26|Twelve|2|Session XP award.",
    "Napier|26|Thirteen|2|Session XP award",
    "Napier|26|Twenty-Six|2|Session XP award.",
    "Napier|26|Twenty-Seven|2|Session XP award.",
    "Napier|26|Thirteen|1|Engaging with the plot",
    "Napier|26|Twenty-Nine|1|Great RP as the baroness' lapdog",
    "Napier|26|Twenty-Nine|2|Session XP award.",
    "Napier|26|Fourteen|2|Session XP award",
    "Napier|26|Thirty|2|NPC Creation: Carlita",
    "Napier|26|Thirty|2|Session XP award.",
    "Napier|26|Fifteen|2|Session XP award",
    "Napier|26|Thirty-One|1|Playing Cardinal Collins",
    "Napier|26|Thirty-One|2|Session XP award.",
    "Napier|26|Fifteen|2|Being vampires!",
    "Napier|26|Thirty-Two|2|Session XP award.",
    "Napier|26|Sixteen|2|FOR OBFUSCATE ONLY",
    "Napier|26|Sixteen|2|Session XP award",
    "Napier|26|Seventeen|2|Session XP award",
    "Napier|26|Seventeen|2|The Vultures Circle",
    "Napier|26|Eighteen|20|Award for 15 month time jump.",
    "Napier|26|Eighteen|2|Session XP award",
    "Napier|26|Nineteen|2|Session XP award",
    "Napier|27|Zero|15|Initial XP awarded at the beginning of the Chronicle.",
    "Napier|27|Zero|1|Creating a relationship hook with Ava Wong, Jo's character.",
    "Napier|27|One|4|Session XP award.",
    "Napier|27|Zero|9|Completing character sheet by the Thursday deadline..",
    "Napier|27|Two|2|Three Troubled Thin-Bloods: Story completion award.",
    "Napier|27|Two|5|Excellent Loresheet for Netchurch.",
    "Napier|27|Two|2|Session XP award.",
    "Napier|27|Three|2|Session XP award.",
    "Napier|27|Three|1|Playing NPCs during Memoriam.",
    "Napier|27|Four|1|Session XP award (albeit smaller, given the short session).",
    "Napier|27|Five|2|Session XP award.",
    "Napier|27|Six|2|Session XP award.",
    "Napier|27|Six|1|Roleplaying an NPC in Ava's Memoriam",
    "Napier|27|Seven|2|Session XP award.",
    "Napier|27|Eight|3|Playing Alex the Lasombra during King's Memoriam, and playing him really, really, REALLY well.",
    "Napier|27|Eight|2|Session XP award.",
    "Napier|27|Nine|9|Refund for lost Herd (Patients) Background",
    "Napier|27|Nine|2|Session XP award.",
    "Napier|27|Nine|2|Scheer's Strike: Story completion award.",
    "Napier|27|Ten|2|Session XP award.",
    "Napier|27|Twenty-Two|2|Refund for Haven Warding purchase",
    "Napier|27|Twenty-Two|1|RP: Little Character Moments",
    "Napier|27|Eleven|2|Session XP award.",
    "Napier|27|Twenty-Two|2|Session XP award",
    "Napier|27|Twelve|2|Brilliant montage idea",
    "Napier|27|Twenty-Three|2|Excellent RP and character development",
    "Napier|27|Twenty-Three|2|Session XP award.",
    "Napier|27|Twenty-Four|2|Session XP award.",
    "Napier|27|Twenty-Five|1|Awesome Compulsion RP",
    "Napier|27|Twenty-Five|2|Session XP award.",
    "Napier|27|Twelve|2|Session XP award.",
    "Napier|27|Thirteen|2|Session XP award",
    "Napier|27|Twenty-Six|2|Session XP award.",
    "Napier|27|Twenty-Seven|2|Session XP award.",
    "Napier|27|Thirteen|1|Engaging with the plot",
    "Napier|27|Twenty-Nine|1|Great RP as the baroness' lapdog",
    "Napier|27|Twenty-Nine|2|Session XP award.",
    "Napier|27|Fourteen|2|Session XP award",
    "Napier|27|Thirty|2|NPC Creation: Carlita",
    "Napier|27|Thirty|2|Session XP award.",
    "Napier|27|Fifteen|2|Session XP award",
    "Napier|27|Thirty-One|1|Playing Cardinal Collins",
    "Napier|27|Thirty-One|2|Session XP award.",
    "Napier|27|Fifteen|2|Being vampires!",
    "Napier|27|Thirty-Two|2|Session XP award.",
    "Napier|27|Thirty-Three|2|Session XP award.",
    "Napier|27|Sixteen|2|FOR OBFUSCATE ONLY",
    "Napier|27|Thirty-Four|2|Session XP award.",
    "Napier|27|Thirty-Five|2|Session XP award.",
    "Napier|27|Sixteen|2|Session XP award",
    "Napier|27|Thirty-Six|2|Session XP Award.",
    "Napier|27|Thirty-Six|-6|Resolving Flaw: Enemy.",
    "Napier|27|Seventeen|2|Session XP award",
    "Napier|27|Thirty-Six|18|Losing Allies: Bookies.",
    "Napier|27|Thirty-Seven|2|Session XP award.",
    "Napier|27|Seventeen|2|The Vultures Circle",
    "Napier|27|Thirty-Six|9|Loosing Herd: Bookies",
    "Napier|27|Eighteen|20|Award for 15 month time jump.",
    "Napier|27|Thirty-Eight|2|Session XP award.",
    "Napier|27|Thirty-Nine|2|Session XP award.",
    "Napier|27|Forty|2|RPing Drug Addiction",
    "Napier|27|Eighteen|2|Session XP award",
    "Napier|27|Forty|2|Session XP award.",
    "Napier|27|Forty-One|2|Session XP award.",
    "Napier|27|Nineteen|2|Session XP award",
    "Napier|27|Forty-Two|2|Session XP award.",
    "Napier|27|Twenty|2|Session XP award",
    "Napier|27|Forty-Three|2|Session XP award.",
    "Napier|27|Twenty-One|2|Your unending patience!",
    "Napier|27|Forty-Four|2|Session XP award.",
    "Napier|27|Forty-Five|1|Spotlight Prompt for Ava",
    "Napier|27|Twenty-One|2|Session XP award",
    "Napier|27|Forty-Five|1|Session XP award.",
    "Napier|27|Forty-Six|1|Spotlight Prompt for Locke",
    "Napier|27|Forty-Six|1|Session Scribe.",
    "Napier|27|Forty-Six|2|Session XP award.",
    "Napier|27|Twenty-One|1|Excellent in-character ghoul play"
]
